,0
0,7.00249217581509
1,7.0028778100923095
2,7.002477675380475
3,6.997976318435587
4,6.999554219677151
5,7.002834908148514
6,7.004293998602107
7,6.999250318158599
8,6.996942502915111
9,6.995639354948028
10,7.002857507661246
11,6.998671059031158
12,7.00328252789267
13,7.001781283905301
14,7.001377374989206
15,7.002052157049618
16,6.995904374835499
17,6.996928314086639
18,7.003178897043444
19,6.995817998507868
20,6.997446655722194
21,7.004691592295866
22,7.00127883577137
23,7.003656930115545
24,6.997941837734364
25,6.998784782855352
26,7.001083857572133
27,7.0004434892046445
28,7.000406790377609
29,7.002764220846879
30,7.004674484599102
31,6.997938723749986
32,7.000022217542986
33,7.003282520273195
34,6.997893371684475
35,7.001254661583945
36,6.995427794329574
37,7.000288817965116
38,6.997159300046983
39,7.00370307904741
40,7.002935537009188
41,7.002580458930607
42,6.998598571975016
43,6.996954095689981
44,7.001793636144261
45,7.004730148884351
46,7.000069110418531
47,7.004154651531232
48,6.995091077748528
49,7.004986349527635
50,7.004040934483642
51,6.9989394030680465
52,6.995325363511812
53,7.002372609969103
54,6.998129670971288
55,7.002278867796315
56,7.000162270394632
57,6.997338281180755
58,7.0025733087285085
59,7.002819580957166
60,7.004389857266826
61,7.0047976475428335
62,6.9979199333293085
63,6.999730172725481
64,7.001379157536766
65,6.99621569357284
66,6.996073554322099
67,7.002626440985346
68,7.004593019400811
69,6.997243470102956
70,7.001808984109002
71,7.00370937049303
72,7.001239089843164
73,7.002064583579394
74,7.0011388883622825
75,6.999514419309333
76,7.001639318167584
77,6.996674945348538
78,6.997768996047977
79,6.999916887475927
80,7.001155476120308
81,6.9992785991888775
82,7.001260084569241
83,7.000272057365727
84,7.000193500379884
85,6.99837778765544
86,7.0047840465924205
87,7.0005225388927785
88,6.99817159980948
89,7.002829238745896
90,6.996930756283832
91,7.003375552041404
92,7.00128363513628
93,7.001915821606431
94,6.998802539188575
95,6.997969703096134
96,6.99716958993673
97,6.995097689294627
98,6.99910012146393
99,6.996200795624885
100,6.996381857871724
101,6.998568579042623
102,7.000717264881878
103,6.998952254386048
104,7.000338639892847
105,6.997678048034426
106,7.002910903610297
107,6.999706887034673
108,7.0027424387812465
109,7.003377519738019
110,6.995644678509625
111,7.002379656323479
112,6.997701345585184
113,6.996940987644991
114,7.003960219270299
115,7.002018872223571
116,6.995039937914812
117,6.996479945265961
118,6.996607713700933
119,6.998852738321243
120,7.004549504060575
121,7.000024674036622
122,7.000427511902502
123,7.004386509021989
124,7.001914676107874
125,7.002367484288278
126,6.999792741314549
127,6.9985221627269265
128,6.998324284900498
129,6.997441537509834
130,7.003041142307408
131,7.001455609406244
132,6.998943710043185
133,6.997604351779054
134,6.99746929448338
135,7.004049056658603
136,6.996830917506842
137,7.002174766198584
138,6.997380962417514
139,6.997960485252856
140,7.001885304567112
141,6.996778883828375
142,6.997003020823624
143,7.003191913553766
144,7.0048896572162365
145,6.997323488836939
146,7.001629433256698
147,7.000909479443156
148,6.995066710884869
149,7.004897675291701
150,6.995929351899704
151,6.995833217941639
152,7.003920709084472
153,6.998866078358776
154,7.00362302048824
155,7.0022446855481455
156,7.004093547934412
157,6.9957286418192535
158,6.996949410327707
159,6.997163940281962
160,7.0025341681203885
161,7.0028602393813575
162,6.996633097186107
163,7.002150212896535
164,6.999053269653227
165,6.995627468980736
166,6.998574455236139
167,6.996468377593414
168,7.002651140676735
169,6.99697837236576
170,6.995211200746836
171,7.001158495459968
172,7.004148581602784
173,7.000093499265166
174,7.0041030239883355
175,6.999870023404199
176,6.999467494979204
