,0
0,0.02688341352382395
1,0.026405060970019253
2,0.025926708416214552
3,0.025448355862409858
4,0.024970003308605167
5,0.024491650754800465
6,0.024013298200995774
7,0.02353494564719107
8,0.02305659309338638
9,0.022578240539581688
10,0.022099887985776986
11,0.02162153543197229
12,0.02114318287816759
13,0.020664830324362893
14,0.0201864777705582
15,0.019708125216753494
16,0.0192297726629488
17,0.018751420109144105
18,0.01827306755533941
19,0.017794715001534716
20,0.017316362447730018
21,0.016838009893925324
22,0.01635965734012063
23,0.015881304786315928
24,0.015402952232511232
25,0.014924599678706534
26,0.014924599678706534
27,0.014883142457376796
28,0.014841685236047052
29,0.014800228014717313
30,0.014758770793387575
31,0.014717313572057831
32,0.014675856350728092
33,0.014634399129398354
34,0.01459294190806861
35,0.01455148468673887
36,0.014510027465409133
37,0.014468570244079389
38,0.01442711302274965
39,0.014385655801419912
40,0.014344198580090168
41,0.014302741358760428
42,0.014261284137430691
43,0.014219826916100946
44,0.014178369694771207
45,0.01413691247344147
46,0.014095455252111725
47,0.014053998030781986
48,0.014012540809452249
49,0.013971083588122504
50,0.013929626366792765
51,0.013888169145463028
52,0.013846711924133283
53,0.013805254702803544
54,0.013763797481473806
55,0.013722340260144062
56,0.013680883038814323
57,0.013639425817484585
58,0.013597968596154841
59,0.013556511374825102
60,0.013515054153495364
61,0.01347359693216562
62,0.01343213971083588
63,0.013390682489506143
64,0.013349225268176399
65,0.01330776804684666
66,0.013266310825516922
67,0.013224853604187178
68,0.013183396382857438
69,0.013141939161527701
70,0.013100481940197957
71,0.013059024718868217
72,0.01301756749753848
73,0.012976110276208735
74,0.012934653054878996
75,0.012893195833549259
76,0.012851738612219516
77,0.012810281390889775
78,0.012768824169560038
79,0.012727366948230295
80,0.012685909726900554
81,0.012644452505570817
82,0.012602995284241074
83,0.012561538062911333
84,0.012520080841581595
85,0.012478623620251853
86,0.012437166398922112
87,0.012437166398922112
88,0.011758775504435454
89,0.01108038460994879
90,0.01040199371546213
91,0.00972360282097547
92,0.009045211926488808
93,0.00836682103200215
94,0.007688430137515488
95,0.007010039243028827
96,0.006331648348542166
97,0.005653257454055506
98,0.004974866559568845
99,0.004974866559568845
100,0.005498536723733986
101,0.006022206887899128
102,0.00654587705206427
103,0.007069547216229411
104,0.007593217380394552
105,0.008116887544559696
106,0.008640557708724838
107,0.009164227872889976
108,0.009687898037055118
109,0.010211568201220262
110,0.0107352383653854
111,0.011258908529550544
112,0.011782578693715686
113,0.012306248857880828
114,0.01282991902204597
115,0.01335358918621111
116,0.01387725935037625
117,0.01440092951454139
118,0.014924599678706534
119,0.014924599678706534
120,0.015382811072351035
121,0.015841022465995534
122,0.01629923385964003
123,0.01675744525328453
124,0.01721565664692903
125,0.01767386804057353
126,0.018132079434218025
127,0.018590290827862524
128,0.019048502221507026
129,0.019506713615151522
130,0.019964925008796024
131,0.020423136402440523
132,0.02088134779608502
133,0.021339559189729518
134,0.021797770583374017
135,0.02225598197701852
136,0.022714193370663015
137,0.023172404764307517
138,0.023630616157952013
139,0.023630616157952013
140,0.024082876754276453
141,0.024535137350600898
142,0.024987397946925335
143,0.025439658543249775
144,0.025891919139574213
145,0.026344179735898657
146,0.02679644033222309
147,0.027248700928547535
148,0.027700961524871975
149,0.028153222121196423
150,0.028605482717520857
151,0.029057743313845297
152,0.02951000391016974
153,0.02996226450649418
154,0.030414525102818623
155,0.03086678569914306
156,0.0313190462954675
157,0.03177130689179194
158,0.03222356748811638
159,0.032675828084440826
160,0.033128088680765264
161,0.0335803492770897
162,0.0335803492770897
163,0.033696947712079595
164,0.033813546147069495
165,0.03393014458205939
166,0.03404674301704928
167,0.03416334145203918
168,0.03427993988702907
169,0.034396538322018964
170,0.03451313675700886
171,0.03462973519199876
172,0.03474633362698865
173,0.03486293206197855
174,0.03497953049696844
175,0.035096128931958334
176,0.03521272736694823
177,0.03532932580193812
178,0.03544592423692802
179,0.035562522671917916
180,0.03567912110690781
181,0.035795719541897704
182,0.0359123179768876
183,0.03602891641187749
184,0.036145514846867385
185,0.036262113281857286
186,0.03637871171684718
187,0.036495310151837074
188,0.03661190858682697
189,0.03672850702181686
190,0.036845105456806755
191,0.03696170389179665
192,0.03707830232678655
193,0.037194900761776443
194,0.03731149919676634
195,0.03731149919676634
196,0.03731149919676634
197,0.03731149919676634
198,0.03731149919676634
199,0.03731149919676634
200,0.03731149919676634
201,0.03731149919676634
202,0.03731149919676634
203,0.03731149919676634
204,0.03731149919676634
205,0.03731149919676634
206,0.03731149919676634
207,0.03731149919676634
208,0.03731149919676634
209,0.03731149919676634
210,0.03691287206859575
211,0.036514244940425176
212,0.03611561781225459
213,0.035716990684084016
214,0.03531836355591343
215,0.03491973642774286
216,0.03452110929957227
217,0.0341224821714017
218,0.03372385504323111
219,0.03332522791506054
220,0.03292660078688995
221,0.03252797365871937
222,0.03212934653054879
223,0.03173071940237821
224,0.03133209227420763
225,0.030933465146037054
226,0.030534838017866463
227,0.030136210889695886
228,0.029737583761525306
229,0.02933895663335473
230,0.028940329505184145
231,0.02854170237701357
232,0.028143075248842984
233,0.027744448120672408
234,0.027345820992501824
235,0.02694719386433124
236,0.026548566736160656
237,0.02614993960799008
238,0.025751312479819502
239,0.02535268535164892
240,0.024954058223478334
241,0.024555431095307764
242,0.024156803967137177
243,0.0237581768389666
244,0.02335954971079602
245,0.022960922582625436
246,0.02256229545445486
247,0.022163668326284275
248,0.021765041198113698
249,0.021765041198113698
250,0.021939833806963408
251,0.02211462641581313
252,0.02228941902466284
253,0.022464211633512556
254,0.022639004242362277
255,0.022813796851211987
256,0.02298858946006171
257,0.02316338206891143
258,0.023338174677761142
259,0.023512967286610863
260,0.023687759895460573
261,0.02386255250431029
262,0.024037345113160004
263,0.024212137722009724
264,0.02438693033085944
265,0.024561722939709155
266,0.024736515548558873
267,0.024911308157408593
268,0.0250861007662583
269,0.025260893375108017
270,0.025435685983957734
271,0.025610478592807448
272,0.025785271201657165
273,0.025960063810506882
274,0.026134856419356603
275,0.02630964902820632
276,0.026484441637056037
277,0.026659234245905744
278,0.02683402685475547
279,0.027008819463605182
280,0.027183612072454903
281,0.027358404681304616
282,0.027533197290154333
283,0.02770798989900405
284,0.027882782507853764
285,0.028057575116703478
286,0.028232367725553195
